Name,Address,Latitude,Longitude,Note,Total_review,Reviews,Category,weather_impact
Centre Commercial Bienvenu,"8 Rte de Saint-Leu, 93430 Villetaneuse",48.87,2.28,"3,7",3011,"[('Losange', '2024-07-23', '3', 'Une galerie commerciale qui vivote avec Lidl qui a remplacé Auchan sur une surface moindre.\nIl reste un coiffeur ou 2, une fleuriste, une boucherie, une boulangerie, une …'), ('Suzette Monteiro', '2024-09-21', '1', 'Boucherie, des voleurs incroyable, t donne un prix & quand tu arrive a la caisse il modifie le prix , ! Tu demande une viande il t’en donne une autre au prix le plus chères . Fini cette boucherie'), ('Mouss Sahra', '2021-12-21', '4', ""Bonsoir.\nCentre commercial bienvenue, dans l'ensemble est resté le même à une exception le hard discounter LIDL est venu le remplacé, un souffle d'oxygène à ce Centre …""), ('Camel de Paris', '2024-10-21', '4', 'Centre sympa,beaucoup d enseignes(Zara,Foot locker...)si possible dans la semaine,le week-end c est blindé!!'), ('Augusta Matou', '2024-11-20', '4', ""Ça fait très longtemps que j avais pas été ce centre commercial à changé maintenant  Il y'a Lidl j ai apprécié""), ('Nizar Bali (way and advice)', '2024-06-23', '3', ""C'est un petit centre sympa, on trouve Lidl, une boulangerie pâtisserie, une boucherie, pharmacie , Sérurier, distributeur, un tailleur, quelques petits restos et des petites boutiques.il y a  qu'un seul côté du centre qui est animé et …""), ('Jamil Zor', '2024-07-23', '5', ""Plutôt sympas je suis allé à lidl mais il y a d'autre magasins autour une boucherie un réparateur de tel ca à l'air sympa ... en tout cas le lidl très spacieux""), ('Nadia Dhunnoo', '2024-10-21', '1', 'Bonjour  nous sommes  vraiment désolés  les toilettes  du centre commercial  ça fait une année que c ferme  nous demandons des aide pour que ça ouverture  c pas normal'), ('Kosso Felicite', '2024-06-23', '3', ""Ce centre commercial est bien bien triste.  J'y vais pour le magasin Lidl qui se trouve dans la partie arrière là où plusieurs locaux sont fermés par un rideaux de fer. Bien que les enseignes Akéas et Zeeman y soient présents,  on n'y se rend pas pour flâner mais pour une course précise et ressortir. Dommage.""), ('Jean-Yves Babon', '2024-02-24', '1', 'De plus en plus de boutiques fermées, le soir le parking est très mal éclairé car de nombreux réverbères ne fonctionnent pas. Les toilettes sont également fermées depuis des mois et les gens se soulagent sur les parkings ! Un centre commercial qui donne de moins en moins envie !')]",mall,0
Montparnasse Rive Gauche,"10 Rue du Départ, 75015 Paris",48.87,2.28,"3,7",5087,"[('JiefSourd (JiefSourd)', 'None', '1', 'Centre commercial à l’abandon. TOUS les boutiques à l’étage (dont la galerie Lafayette ) sont définitivement fermés…\nNe reste que 3-4 boutiques donc une boulangerie et ses tristes rideaux noirs . …'), ('ga pfr', '2024-09-21', '1', ""Pourquoi ce lien s'appelle encore centre commercial, ils ne se donnent même pas la peine de mette en valeur les rares commerçants encore présents.""), ('Entre Taïwan et la Corée', '2022-12-21', '2', ""Cette galerie marchande est en quasi faillite : beaucoup d'emplacements de boutiques sont vides, notamment à l'étage. Cela donne une ambiance glauque😱 qui ne fait pas envie. Je n'y achète jamais rien. Je passe par cette galerie uniquement pour rejoindre le métro. Galerie marchande typique des années 70 qui vieilli mal 😢. …""), ('Flavien Bardoux', 'None', '4', ""Endroit pratique d'accès via métro et bus. Nombreux magasins mais mérite un rafraîchissement de la galerie. Un peu sombre le soir..""), ('pascale roc', '2024-06-23', '5', ""J'y suis aller pour l'exposition toutankamon en immersion. Vraiment génial pour passer un bon moment sous forme de jeu style escape game et découvrir plus de 1000 reproductions d'objets du tombeau du pharaon... Il faut au moins 2h30 pour …""), ('Marie-Dominique PERPERE', '2024-02-24', '5', ""J'y suis allé pour voir Toutankhamon l'expérience immersive. Géniale un terrain de jeux très bien élaboré. Je le recommande très vivement.""), ('CLyne A', '2024-11-20', '1', 'Lieu d’URBEX ? Ce centre commercial fait vraiment peine à voir. Tout y est quasiment fermé, le style rétro peut avoir son charme mais là c’est désolant de voir tout cela à l’abandon.'), ('Guerin sOPHIE', '2024-12-06', '2', 'Quelle tristesse !!! Plus rien pratiquement comme magasin à éviter si on est en attente à Montparnasse.  Les boutiques de la gare sont bien plus agréables'), ('Olivia A', '2024-11-20', '3', ""Sympa pour se balader, faire quelques boutiques. Dommage que l'accès à la piscine soit si abandonné et qu'il y règne une odeur nauséabonde""), ('Mary-an Art', '2022-12-21', '3', ""Pas mal d'enseignes ont baissé leur rideau définitivement. Le centre est tristounet. La boutique C&a est bien garnie. On trouve un magasin outlet, 123...\nPourtant à une époque, il y avait beaucoup de monde."")]",mall,0
Galerie Vivienne,"4 Rue des Petits Champs, 75002 Paris",48.87,2.28,"4,5",5110,"[('Camille Blanc', '2024-11-20', '5', 'Très jolie galerie. Avec des boutiques regorgeant de trésors : boutique de jouets type anciens/bois, librairie adorables, pâtisserie mignonne... La galerie est très belle et lumineuse.'), ('Céline', '2024-11-20', '5', 'Joyau caché au cœur de Paris, passage qui semble suspendu dans le temps notamment avec sa verrière spectaculaire qui baigne de lumière les mosaïques au sol ainsi que les sublimes boutiques ! Loin du tumulte des rues environnantes, flâner dans la Galerie Vivienne est un pur moment de poésie, vous vous sentez personnage de roman 💫 …'), ('Adèle Bdc', '2024-11-20', '5', 'Très beau passage Parisien à faire absolument quand l’on flâne sur Paris surtout en amoureux ! Vieux Paris, boutique très anciennes et de goût je recommande'), ('catherine denicola', '2024-10-21', '4', 'Un luxueux passage du XIXe ( classé MH ) avec de belles boutiques et un ( très) célèbre glacier. Quand le soleil est de sortie il illumine un des plus beaux passages de Paris.'), ('pascal travers', 'None', '5', 'Très jolie galerie parisienne, quelques restaus et magasins. Une ambiance sympa!!'), ('Les Voyages De Vero', '2024-11-20', '5', 'Superbe galerie, à voir sans hésiter.'), ('Etienne Bischung', '2024-11-20', '5', 'En sortant de la BNF, une enseigne (trop) discrète à éveillé notre curiosité... quelle découverte ! Quelle architecture !'), ('jennifer Maë', '2024-11-20', '4', ""Visite de ce beau passage ou vous pouvez y trouver des galléries, des boutiques. Nous avons profité pour s'installer en terrasse pour un petit déjeuner.""), ('Thierry Longrais', '2024-03-25', '5', 'La Galerie Vivienne est un  monument historique\ndepuis 1974, ouverture dans le 2e arrondissement de Paris.\nLe style pompéien néo-classique son élégante verrière ainsi que son imposante …'), ('Marie V.', '2024-09-21', '5', ""Ne pas visiter ce passage, c'est passer à côté d'un lieu emblématique de la capitale. Et c'est toujours un plaisir de traverser cette galerie, pour son atmosphère et son esthétique, et d'y découvrir des détails qui nous avaient échappés une fois précédente. Incontournable !"")]",mall,0
Centre commercial Bel Est,"28 Av. du Général de Gaulle, 93170 Bagnolet",48.87,2.28,"3,7",7984,"[('Nathalie Lellouche', '2024-11-20', '4', 'Bonjour,\nPouvez-vous faire retirer ce sticker avant l’entrée principale de Auchan ? Merci …'), ('Sophie Isch', '2024-08-22', '1', ""Auchan a-t-il aussi peu confiance en sa clientèle pour que, lors du passage en caisse automatique, une caissière vient scanner à nouveau l'ensemble des articles. Qu'il y ait un contrôle aléatoire pourquoi pas mais là ???? Incompréhension …""), ('sophia guibert', '2024-09-21', '1', ""Zéro à cause du parking indigo . Prendre de l'argent pour prendre de l'argent . Je valide mon ticket mais ils veulent tout de même que je paie le parking ... rien que pour cela je ne viendrai plus faire mes courses à auchan. Vraiment c'est du vol""), ('michael amar', '2024-12-06', '1', 'Le centre commercial est en très mauvais état, donnant l’impression d’être figé dans un film des années 80. Quant au parking, il est peu rassurant et semble peu sécurisé.'), ('Muriel Gimbert', '2024-11-20', '5', 'Par votre intermédiaire je tiens à remercier Monsieur Julien de son prénom , du rayon jouets , pour son extrême gentillesse ainsi que sa compétence à nous guider dans nos recherches de jouets , encore un grand merci à lui .'), ('Golden Flower', '2024-11-20', '4', 'Centre commercial situé à côté du métro Gallieni, terminus est de la ligne 3, ainsi que des arrêts de bus ; reconnaissable à sa façade extérieure blanche carrelée et par les enseignes de ses commerces dont Auchan, Action, Électro Dépôt et …'), ('Daniel Claudios', '2024-11-20', '3', ""Je regrette que Auchan retire les hôtesses de caisse. Je suis une personne âgée et j'éprouve beaucoup de difficultés à scanner moi même les articles.""), ('Fatou-Kine Fall', '2024-09-21', '3', ""C'est dommage, beaucoup de boutiques ont fermés au fil des années. J'espère vraiment que ce centre commercial ne va pas prendre le chemin de celui de la Grande Porte ( rue de Paris en sortant de Montreuil) qui pour le coup est devenu un centre commercial fantôme""), ('Vanessa Bassole', '2020-12-21', '3', 'Il s’agit d’un petit centre commercial à Bagnolet tout juste à la sortie du métro Gallieni. Il ne dispose pas de beaucoup de boutiques mais l’attraction principale reste Auchan. Il y a quelques petits magasins et traiteurs mais dans …'), ('Aline Fleig', '2024-09-21', '5', 'Super service client à la charcuterie par monsieur Daouda ! Aussi l’agent de sécurité qu’est toujours en train de dire bonjour, c’est vraiment un plaisir voir des gens sympas qu’animent notre journée et nous donnent envie de revenir !')]",mall,0
Centre Commercial Passages,"5 Rue Tony Garnier, 92100 Boulogne-Billancourt",48.84,2.09,"4,1",8210,"[('Selin', 'None', '1', 'Mais quelle HONTE d’avoir rendu les toilettes  payantes!!! Nous faisons beaucoup d’achats dans votre centre commercial et en plus donc devons payer «\xa0le service propreté\xa0» à votre place? N’importe quoi, aucune justification ne peut être …'), ('CAROLINE MORUZZI', 'None', '1', 'Vous imaginez que vos clients vont accepter votre nouvelle politique!  Soyez raisonnables ne faîtes pas passer des toilettes  gratuites à des toilettes payantes à 1€ ! …'), ('AGNES JAGER', '2024-12-06', '1', 'Très déçue de la nouvelle politique du centre.\nFaire payer l’accès aux toilettes 1€ c’est vraiment nous prendre pour des vaches à lait. Auparavant ce lieu était accessible gratuitement et permettait de …'), ('n. ldc', '2024-11-29', '1', 'Pendant des années les toilettes de ce centre commercial étaient sales, sentaient mauvais et étaient systématiquement cassés. Les pires de centres commerciaux que je connaisse. …'), ('A Tilla', '2024-12-15', '1', ""Les toilettes sont devenus payantes à 1€!!!! lamentable quand on voit ce qu'on dépense dans ce centre.\nOn ne demande pas des toilettes hitech mais de simples toilettes, alors les …""), ('Jean CAILLAT', '2024-12-16', '1', 'Les toilettes du centre Commercial Passages coûtent 1€. Cependant, le savon liquide est fini. Le robinet coule goutte par goutte, on ne peut pas se laver. Avec des trucs électroniques chers qui ne servent à rien...\nPassages - le pire centre Commercial que je connaisse.'), ('Loic Denamiel', '2024-01-25', '4', ""De passage à Boulogne avec mon ami pour la visite du musée des années 30, nous avons fait une séance de shopping improvisée dans cette galerie située près de l'hôtel de ville. …""), ('Chloé Alvarez', '2024-12-06', '5', 'Un centre commercial agréable où je viens depuis des années. Les décorations sont toujours soignées, et cette année, elles sont particulièrement réussies. Une belle adresse pour faire ses achats dans une ambiance plaisante.'), ('Cindy L', '2024-12-06', '4', ""Les passages est un centre commercial convivial et agréable à fréquenter. Il est moins bondé que les grands centres commerciaux tout en proposant sélection d'enseignes connues. L'avantage pour les parents : les activités gratuites pour enfants qui sont organisés régulièrement.""), ('Virgile Fontaine', '2024-12-16', '1', ""Les WC à 1 euro par personne, comment est ce possible ? Alors oui, j'ai lu la réponse du centre à d'autres plaintes similaires que cela permet d'avoir des toilettes propres, bien entretenues etc Mais partout ailleurs, c'est gratuit et les …"")]",mall,0
La Vache Noire,"Pl. de la Vache Noire, 94110 Arcueil",48.84,2.09,"3,8",11189,"[('Kameron Prigent', '2024-07-23', '4', 'Le centre commercial La Vache Noire à Arcueil est un lieu moderne et bien agencé pour faire du shopping. On y trouve une grande diversité de magasins, des grandes enseignes aux boutiques plus spécialisées, ce qui permet de répondre à tous …'), ('Cynthia Sous', '2024-10-21', '1', 'Cela fait des années que je fréquente ce centre commercial qui était si sympa avec toutes ses boutiques de tous genres.. Si aujourd’hui je prends le temps d’écrire un avis c’est parce que je suis de plus en plus déçue car je vois les …'), ('soraya safieddine', 'None', '1', 'Aucune indication concernant les chiens. J’avais rendez-vous chez l’opticien. J’ai ramené mon chien et on m’a refusé l’accès au centre commercial. Je n’ai jamais vu ça il n’y a aucune alimentation et aucune raison de refuser l’accès aux chiens. C’est bien le seul centre commercial ou l’accès des chiens est refusé.'), ('Pk morel', 'None', '2', ""Je suis resté une 1/2 heure pour aller acheter une carte cadeau. Résultat 2€60 de parking alors que c'est censé être gratuit pendant 1h30. La prochaine fois j'irai un peu plus loin dans un centre où le parking est vraiment gratuit.""), ('pisko tee', 'None', '4', ""Petit centre commecial (relativement à d'autres disons) avec pas mal d'enseignes, il y a quelques options pour manger! Peut largement faire l'affaire pour les gens qui habitent dans le coin. Apres je trouve que le centre commercial manque de vie et luminosité, ça reste assez subjectif, mais il manque un truc :-)""), ('Loïc C.', '2024-11-29', '4', ""C'est un très beau mais un peu petit centre commercial. Le parking est très bien, c'est propre et bien indiqué. Dommage qu'il manque un peu de boutiques et une grande surface...""), ('Laetizia P (Laeti)', '2024-10-21', '3', ""Cliente depuis l'origine et satisfaite dans l'ensemble du contact avec les commerçants, je m'inquiète de voir la moitié des boutiques fermées lors de mon dernier passage, est-ce que des nouvelles enseignes vont ouvrir prochainement ? …""), ('O H', '2024-12-06', '1', ""Le fonctionnement du parking n'est pas bon puisqu'on vous indique en GROS 1h30 gratuite sans préciser qu'il faut la validation du ticket par un commerçant, sinon faut payer pour sortir. C'est pas honnête.""), ('Diane Nicolas', '2024-11-20', '1', 'Expérience malheureusement très désagréable. Nous avons acheté pour plus de 40€ de produits (première condition validée ) et avons tenté de faire valider notre ticket parking par les commerçants dans AUCUN MAGASIN la validation n’a …'), ('Martine Martine', '2024-10-21', '3', ""Je vais dans ce centre depuis son ouverture car je ne le trouvais pas trop grand et je trouvais toujours ce que je cherchais. Malheureusement, j'y vais de moins en moins car beaucoup de boutiques ont fermé. Je me rends de plus en plus à …"")]",mall,0
Bercy Village,"28 Rue François Truffaut, 75012 Paris",48.84,2.09,"4,4",28584,"[('Soufiane Tabtia', 'None', '5', ""Bercy Village est un endroit vraiment sympa ! On y trouve tout ce qu'on cherche, que ce soit pour faire du shopping, se promener ou simplement profiter de l'ambiance. C'est aussi parfait pour manger, avec un large choix de restaurants pour …""), ('FD FSkill', '2024-11-20', '5', ""Petit espace piéton très agréable avec plusieurs commerces et restaurants. C'est superbement bien décoré (notamment pour les fêtes comme Halloween par exemple). …""), ('Sara R', '2023-12-21', '4', 'Bel endroit pour se balader, prendre un café ou manger au restaurant. Les balades sont très agréables également.\npossibilité de faire du shopping mais ce n’est pas l’activité principale du …'), ('AARAD EL MAHDI', '2024-12-14', '5', 'Un coin sympa pour se balader ou se poser pour manger ou boire un verre. Endroit bien décoré.'), ('Christophe Cousse', 'None', '4', 'Endroit très sympathique pour se balader et faire quelques emplettes.\nLes prix sont un peu élevés mais le cadre est beau.\nBeaucoup de restaurants donc du choix.'), ('Emil CALONIS', '2024-12-14', '4', 'Il y a un peu de tout, à boire et à manger au sens littéral. Beaucoup de chaînes hélas, même si certaines potables. Une Fnac, un ciné. Pratique de temps en temps ou entre amis. Pour un touriste pressé éventuellement sinon pas représentatif …'), ('Betty LE RAY', '2024-10-21', '5', 'Petit endroit hors du temps. Boutiques sympathiques à découvrir. Vous trouverez forcément votre bonheur pour vous restaurer ou vous détendre. Une belle découverte !!'), ('Katia Lebre', '2024-11-29', '4', ""Sympa pour une balade et manger sur place.... Dommage qu'il n'y ait pas plus de boutiques...  Lindt, Ritual, Alice Délice et Sephora sauvent un peu la balade...""), ('Nathalie Simon', '2024-07-23', '4', 'Longeant le parc de Bercy, un village de plus de 6 000 ans, vestige d anciens chais, abrite des salles de cinéma UGC,  des restaurants et de nombreuses boutiques (Fragonard , Fnac, Sephora, IKKS, Nature & Découvertes, Dammann Frères, …'), ('Olivier Olindo', '2024-12-06', '5', 'Une belle zone commerçante à l’abri du vent, des bruits de paris et totalement piéton donc très agréable de s’y promener tous les jours de la semaines et du week-end. Quelques boutiques et quelques restaurants pour profiter à ciel ouvert')]",mall,0
Westfield Les 4 Temps,"15 Parv. de la Défense, 92092 Puteaux",48.84,2.09,"4,2",47155,"[('Seb Gdlr', '2024-11-20', '5', 'Le centre commercial le plus visité de France, tient toujours sa réputation, vaste, propre offre variée.\nJe conseille fortement d’adhérer au club Westfield (valable dans toutes les …'), ('Yacine', '2024-12-06', '4', ""Se repérer dans ce centre commercial est un enfer c'est un vrai labyrinthe. En plus de cela, les escalators ne fonctionnent plus dès  21h et il n'y a pas vraiment de bancs ou sièges pour s'asseoir... …""), ('Rebekah DJOUKOU', 'None', '4', 'Centre commercial grand et vous trouvez tout ce dont vous avez besoin.\nAllez y faire un tour ce Noël, un grand stand y est installé et des ventes pour tous.'), ('Anonyme', '2024-10-21', '3', 'Un bel endroit pour faire du shopping grandes enseignes  pas loin de Paris . Je regrette seulement les toilettes à 1€ et pas propres du tout .\nLe Cnit en face fait plus chic que Westfield.'), ('sihem korchi', '2024-12-06', '4', 'Huge! Bien animés en période de fin d’année.\nDommage qu’on doit payer pour utiliser les toilettes  😖 …'), ('Rayan Maghribi', '2024-11-20', '5', 'Je suis de Bordeaux et en juin dernier je suis monté sur Paris pour la première fois et j’ai beaucoup apprécié ma visite au sein de ce centre commercial qui m’a impressionné pour son immensité… Si je remonte un des ces quatre en région …'), ('Isra AHMED', 'None', '4', ""Westfield Les 4 Temps, c'est bien plus qu'un simple centre commercial ! C'est une véritable expérience immersive où luxe, diversité et innovation se rencontrent. Avec ses centaines de boutiques de créateurs, ses restaurants gastronomiques …""), ('Coco G', '2023-12-21', '4', 'Bon centre commercial que je connais depuis des années (+ de 30 ans). Beaucoup de magasins différents sur 3 étages.\nChoix de restaurations divers et variés, pour tous les budgets. …'), ('Lyudmila S', '2024-07-23', '4', 'Beaucoup de monde. Sinon, pas mal des boutiques des vêtements,  des chaussures et des accessoires.  Il y a u  grand Auchan, Darty et des restaurants. Le centre commercial est propre! Bien décoré en hiver.'), ('Maëlys & Andaluza', '2024-12-06', '2', ""Un centre commercial qui est super grand du coup on s'y perd vite et super mal indiqué à l'intérieur. Les toilettes tous fermés ... A 20h sachant qu'il y avait beaucoup de  monde venant même pour le marché de Noël il y avait des femmes …"")]",mall,0
Parc de Billancourt,"32 All. Robert Doisneau, 92100 Boulogne-Billancourt",48.83,2.08,"4,4",1355,"[('Frédéric G', '2024-03-25', '4', 'Très bel endroit, surtout en cette période de début Mars, avec les cerisiers en fleurs. Seul bémol, parc interdit aux chiens, eux aussi ont le droit de se promener'), ('cdgbfamily', '2024-03-25', '5', 'Un parc magnifique où il fait bon se promener tout au long de l’année mais surtout au mois de mars avec les cerisiers en fleurs.\nUn parc qui égaie le quartier'), ('Marina', '2021-12-21', '5', ""Petite mise à jour: penser à aller dans ce parc mi-mars pour voir les arbres en fleurs !!!! Excellente surprise dans un univers bétonné. Il y a beaucoup de bancs et sièges pour apprécier cet endroit. Le petit plan d'eau et ses canards ... …""), ('mana k', '2023-12-21', '5', 'Le plus bel endroit du quartier du Trapèze. Un écrin de verdure avec 2 espaces de jeux pour enfants, plusieurs espaces pour picniquer et poser sa couverture sur l’herbe. Il y a aussi un plan d’eau avec des canards et 2 hérons cendrés. Petit …'), ('Said CHABI', '2024-09-21', '4', 'Espace familial très fréquenté qui plaît apparemment beaucoup aux enfants. Un espace de jeux pour enfants y est aménagé. Pour les enfants, pour être au calme ou pour un jogging, ça convient parfaitement.'), ('Corinne Ravon', '2022-12-21', '5', 'Un endroit vraiment très paisible et étonnant.\nDe très beaux nénuphars, des canetons avec leurs parents et un splendide héron.\nEt une allée de cerisiers découverte cette année (2022) lors de la floraison…une pluie magnifique'), ('Virginie', '2024-08-22', '1', 'il y a quelques jours je me suis assise sur un banc vers 15h même. pas deux minutes après je sens quelque chose bougé, je tourne la tête vers la poubelle, il y avait carrément un rat dedans …'), ('Charles Veneau', '2018-12-22', '3', ""Lieux agréable et plat avec parcours de santé. Par contre très peu d'ombre sur la grande pelouse. Avec la canicule c'est vite insupportable. Gros point noir les jeux pour enfants très peu varié et non adapter à des tout petits. Ils ont eu …""), ('flo sav', '2018-12-22', '3', ""Parc agréable pour profiter des beaux jours. Un parcours sportif pour s'entretenir. Des espaces jeux pour les enfants. Des chaises disposées çà et là dans le parc.possibilités de pique niquer entre amis. Chacun peut trouver un endroit pour …""), ('Laëtitia Moriceau', '2020-12-21', '5', ""Venez visiter cet endroit en ce moment, c'est la période des cerisiers du Japon en fleurs! Splendide ! Merveille de la nature !"")]",parks,2
Parc départemental de la Bergère,"Chem. Latéral, 93000 Bobigny",48.9,2.3,"4,1",1530,"[('Zach DIENG', '2024-06-23', '5', 'Très beau parc avec un petit coin sport et un beau parcours de course qui longe tout le canal .\nBien entretenu et bien fréquenté, le parc départemental de la Bergère offre aux …'), ('Yanis MOUSSAOUI', '2024-10-21', '4', 'J’aime beaucoup ce parc, particulièrement pour observer le coucher de soleil sur la passerelle, c’est un moment agréable où méditation et relaxation sont au rendez-vous. Le parc c’est beaucoup amélioré au fil des années. Je recommande aussi …'), ('Dominique', '2023-12-21', '3', ""Petit parc agreable avec un petit coin sport, beaucoup de courreurs, cependant la ville est trop presente, le parc est entouree de batiments et d'un canal, les trains qui passent autour du parcs, et les dechets qui sont aussi pas mal present.""), ('Béatrice Pierrimas', '2023-12-21', '5', ""Très bel endroit pour se détendre s'amuser,  faire des pique nique seul(e), ou entre amis (e), pour se réfléchir, méditer voire trouver de l'inspiration , c'est très beau et très intéressant aussi très agréable , voilà.""), ('Fabio', '2024-11-20', '1', ""J'habite en face, une catastrophe ce parc, le chemin et l'herbe se gorge d'eau et de boue par temps de pluie, les chemins sont donc impraticables. Toujours aucun éclairage ds ce parc emprunté la nuit car il permet de rejoindre les …""), ('Maria Jose Norad Garcia', '2022-12-21', '5', 'Un très joli parc situé sur le bord du canal très agréable\nUne très belle aire de jeux pour tous les âges toute neuve\nUne jolie passerelle …'), ('Farah Khan', '2021-12-21', '3', ""Petit parc sympathique malgré les travaux tout autour. La ville de Bobigny l'utilise pour proposer aux élèves de la course d'orientation. C'est également dans ce parc que les élèves des écoles de Bobigny font le cross. Il y a également une crèche à proximité.""), ('Christelle Mallevialle', '2021-12-21', '4', 'Parc agréable, pas mal de verdure, un endroit sportif adultes, des jeux récemment refaits pour les enfants, piste cyclable le long du canal, terrain de tennis, basket...'), ('Fred Darnaud', '2023-12-21', '4', 'Lieu très agréable pour se promener et profiter de la verdure'), ('Marie Mengue', '2024-10-21', '5', 'Foulées de lapsad93 octobre 2024 au soleil')]",parks,2
Parc de Belleville,"47 Rue des Couronnes, 75020 Paris",48.9,2.3,"4,2",5700,"[('Anonyme', 'None', '5', 'Un très beau parc au cœur de Paris 20.\nPour un prendre un bol d’air frais seul ou en famille. Plusieurs coins pour enfants et un grand espace jeune  (toboggans , ping pong …), un coin bassin , des …'), ('Néfertari 1', '2024-11-20', '3', ""Très beau parc arboré. Les jardiniers font un travail conséquent. Les personnes qui fréquentent le parc sont aussi à leur place. Il serait donc souhaitable de rénover le bâtiment au centre du parc, dans l'arène. Donner aux personnes marginales leur place, car ils ont un rôle à jouer. Ils sont un peu les gardiens des lieux.""), ('Annabelle Yon', '2024-11-20', '5', ""Parc très agréable en ville. Superbe vue sur la ville de Paris !\nIl faut tout de même monter les nombreuses mais possibilité d'un petit chemin pour éviter les marches""), ('Benjamin', '2024-05-24', '5', ""A mon sens l'un des plus beau parcs de Paris, à la fois ombragé et ensoleillé par endroits, vivant, population très sympathique et enjouée. Il y a des chats, de l'eau, des escaliers et des arches couvertes. Point négatif, il ferme très tôt …""), ('LOQUITA', '2024-08-22', '5', ""Très beau parc, agréable de s'y promener et de s'y reposer, la vue sur la tour Eiffel est superbe, je recommande cette balade""), ('bistouk eight', '2024-12-16', '4', ""Le parc en lui même est super. ils ont utilisé la forte pente pour faire des jeux d'enfants super. Malheureusement le haut du parc est clairement moins sympa et peut être flippant pour une femme seule/personne fragile, du fait de présence de personnes louches.""), ('FERNANDEZ Jean-Michel', '2024-08-22', '1', ""Parc qui fut sûrement joli au moment de son inauguration, mais qui l'est bien moins maintenant, les tags et les incivilités en tout genre l'ayant défiguré (à l'image du quartier). Quant au belvédère, il n'y a pas de vision panoramique, pas …""), ('Marie Plessy Mariotte', '2023-12-21', '4', ""Ce parc est majestueux par sa conception, de magnifique allées où l'on aime s'aventurer entouré d'une végétation luxuriante. Situé en hauteur on a une vue panoramique sur les monuments de Paris.. Toujours fleurie, les riverains aime …""), ('proepil', '2024-07-23', '5', 'Un joli petit parc bien arboré avec des jeux pour les enfants a flanc de colline'), ('Guiguide', '2024-09-21', '5', 'Très joli parc avec une vue magnifique, on se poser tranquillement et observer un couché de soleil. Au top , 👌 …')]",parks,2
Parc départemental Georges Valbon,"55 Av. Waldeck Rochet, 93120 La Courneuve",48.9,2.3,"4,5",8958,"[('Morgane', '2024-10-21', '5', ""Je viens d'emménager dans le 93 et j'adore marcher. Un jour je me suis laissé tenter à visiter ce parc qui se trouve à quelques minutes à pieds de chez moi et wow ! …""), ('Abdelbaki Zitouni', '2024-12-06', '5', ""J'adore ce Parc. Il est superbe et très vaste : on a où stationner son véhicule, on peut faire tous les sports que l'on veut, et passer des heures soit au soleil , ou à l'ombre sous des arbres. …""), ('Tiphaine', '2024-11-20', '5', 'Le parc Georges Valbon se présente être de loin l’un des plus beaux d’Ile-de-France. Il est d’une immensité remarquable: Avec ces lacs et sa belle végétation, il offre une véritable bouffée d’air frais. Des points jeux sont également …'), ('73 MR', '2024-09-21', '5', 'Un grand parc ou on.peut faire.du sport promener son chien en laisse passe une bonne journée en famille faire des pique nique assez de place pour tous le.monde voir des écureuil canard pleins d animations pour les.jeunes lieux très agréable.'), ('D L', '2024-06-23', '5', 'Très beau parc, vaste et bien entretenu. Il y a des étangs, des cascades, des bancs en suffisance. …'), ('Denise Esteves Zorbaz', '2024-05-24', '4', ""Parc sympa, beaucoup d'activités pour les enfants ou pour faire du sport. Par contre lorsque le soleil se pointe, il y a vite du monde et la queue pour boire un verre ou manger une glace ou aller aux toilettes c'est la cata (il y a beaucoup de toilettes hors service) !""), ('Frédéric Pasquier', '2024-05-24', '4', 'Très beau parc et très grand, beaucoup de jeux pour enfants et parents'), ('Fanny Zhu', '2024-05-24', '5', 'Le parc est très grand et bien entretenu : vaste espace verte, un lac avec des canards, des oies et des sygnes, mais aussi des lapins et des moutons.\nLes fleurs fleurissent en printemps et rend ce lieu magnifique et idéal pour une course à pied.'), ('Agnès', '2023-12-21', '5', 'Ce Parc est immense, grands espaces verts, grand lac, tables et bancs pour pique-niquer, petite roseraie, vue panoramique sur le parc, etc… cf. Photos.\nJe recommande pour la belle saison pour bien en profiter, notamment sa petite …'), ('DEVADIP', '2023-12-21', '5', ""Le plus beau et le plus grand parc d'île de France.\nUne quantité et des variétés d'arbres importante, de grands espaces avec d'immenses pelouses, plusieurs lacs artificielles, très bien agencés. Des collines, des …"")]",parks,2
